id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1614650672783462400,1614650672783462400,2023-01-15 22:48:13 WIB,2023-01-15,22:48:13,+0700,887743587579944960,oposisicerdas,OposisiCerdas.com,,"Anies Kritik Proyek Pemindahan Ibu Kota Negara, Denny Siregar: Kalau Doi Presiden, Bakal Jadi Hambalang Nih IKN  https://t.co/PQQ4BGzOd6",in,[],['https://www.oposisicerdas.com/2023/01/anies-kritik-proyek-pemindahan-ibu-kota.html'],[],107,21,67,[],[],https://twitter.com/OposisiCerdas/status/1614650672783462400,False,,0,,,,,,,,[],,,,
1614601812698615808,1611961071891533824,2023-01-15 19:34:04 WIB,2023-01-15,19:34:04,+0700,105489050,wendiyanto,wendiyanto saputro,,"@AboutTNG Min @KemenPU @Kota_Tangerang ide cerdas sih ngebagusin Situ Cipondoh, bikin deck dan tenda di atas tepi situ, tanpa memperlebar jalannya. Bottle neck dari 2 arah itu depan Kantor Kecamatan Cipondoh. Cerdas menciptakan kemacetan puarah. 👍",in,"[{'screen_name': 'kemenpu', 'name': 'kementerian pupr', 'id': '179835283'}, {'screen_name': 'kota_tangerang', 'name': 'kota tangerang', 'id': '484490033'}]",[],[],2,0,0,[],[],https://twitter.com/wendiyanto/status/1614601812698615808,False,,0,,,,,,,,"[{'screen_name': 'AboutTNG', 'name': 'About Tangerang', 'id': '2818687488'}]",,,,
1614560979786039297,1614560979786039297,2023-01-15 16:51:49 WIB,2023-01-15,16:51:49,+0700,213204035,beritajakarta,Berita Jakarta,,Badan Layanan Umum Daerah (BLUD) Jakarta Smart City (JSC) terus melanjutkan inovasi dan program pengembangan ekosistem kota cerdas.  #BacadiBJ #BeritaJakarta #DKIJakarta #JAKI #WeLoveJakarta   https://t.co/txJnDSYBOk,in,[],['https://m.beritajakarta.id/read/115557/jsc-percepat-transformasi-digital-jakarta-melalui-pemanfaatan-data'],[],0,2,2,"['bacadibj', 'beritajakarta', 'dkijakarta', 'jaki', 'welovejakarta']",[],https://twitter.com/BeritaJakarta/status/1614560979786039297,False,,0,,,,,,,,[],,,,
1614553066644160512,1614553066644160512,2023-01-15 16:20:22 WIB,2023-01-15,16:20:22,+0700,1356636158151651329,lindagemoy,Linda,,"Keren, IKN akan menjadi kota cerdas hijau, indah dan berkelanjutan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/4KskPSAood",in,[],[],['https://pbs.twimg.com/media/FmgLdPTX0AAePxo.png'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/lindagemoy/status/1614553066644160512,False,,1,https://pbs.twimg.com/media/FmgLdPTX0AAePxo.png,,,,,,,[],,,,
1614549496926445570,1614549496926445570,2023-01-15 16:06:11 WIB,2023-01-15,16:06:11,+0700,1568429659712540672,agussuharjo10,Agus Suharjo,,Kota dunia yang sangat cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/Ts1OMYbFPF,in,[],[],['https://pbs.twimg.com/media/FmgINfAXoAA9LLx.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/AgusSuharjo10/status/1614549496926445570,False,,1,https://pbs.twimg.com/media/FmgINfAXoAA9LLx.jpg,,,,,,,[],,,,
1614549491956256769,1614549491956256769,2023-01-15 16:06:10 WIB,2023-01-15,16:06:10,+0700,1568429659712540672,agussuharjo10,Agus Suharjo,,IKN Nusantara kota cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/anGwuWXdOv,in,[],[],['https://pbs.twimg.com/media/FmgINOhX0AAsMsS.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/AgusSuharjo10/status/1614549491956256769,False,,1,https://pbs.twimg.com/media/FmgINOhX0AAsMsS.jpg,,,,,,,[],,,,
1614549491197034500,1614549491197034500,2023-01-15 16:06:10 WIB,2023-01-15,16:06:10,+0700,1568429659712540672,agussuharjo10,Agus Suharjo,,IKN Kota cerdas dimasa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/8oxWf5u5bU,in,[],[],['https://pbs.twimg.com/media/FmgINJZXwAEV2Vp.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/AgusSuharjo10/status/1614549491197034500,False,,1,https://pbs.twimg.com/media/FmgINJZXwAEV2Vp.jpg,,,,,,,[],,,,
1614549485182500865,1614549485182500865,2023-01-15 16:06:08 WIB,2023-01-15,16:06:08,+0700,1568429659712540672,agussuharjo10,Agus Suharjo,,IKN kota dunia cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/oTaAErjZEY,in,[],[],['https://pbs.twimg.com/media/FmgIMx0WYAUN6_l.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/AgusSuharjo10/status/1614549485182500865,False,,1,https://pbs.twimg.com/media/FmgIMx0WYAUN6_l.jpg,,,,,,,[],,,,
1614549479432114178,1614549479432114178,2023-01-15 16:06:07 WIB,2023-01-15,16:06:07,+0700,1568429659712540672,agussuharjo10,Agus Suharjo,,Kota cerdas masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/fsP0p7Nmc1,in,[],[],['https://pbs.twimg.com/media/FmgIMedWQAMzoAS.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/AgusSuharjo10/status/1614549479432114178,False,,1,https://pbs.twimg.com/media/FmgIMedWQAMzoAS.jpg,,,,,,,[],,,,
1614526332372750336,1614526332372750336,2023-01-15 14:34:08 WIB,2023-01-15,14:34:08,+0700,1565163318536708096,felisatika,Tika Felisa,,Kota dunia yang cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/Gsq1MUALZ2,in,[],[],['https://pbs.twimg.com/media/FmfzJJmXEAMqDRL.jpg'],0,0,1,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/FelisaTika/status/1614526332372750336,False,,1,https://pbs.twimg.com/media/FmfzJJmXEAMqDRL.jpg,,,,,,,[],,,,
1614525684227145737,1614525684227145737,2023-01-15 14:31:34 WIB,2023-01-15,14:31:34,+0700,1568572391743438852,rkaromus,Rusli Karomus,,IKN kota cerdas masa depan! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/H7gzJyc0be,in,[],[],['https://pbs.twimg.com/media/FmfyjFzaAAADNiL.png'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/RKaromus/status/1614525684227145737,False,,1,https://pbs.twimg.com/media/FmfyjFzaAAADNiL.png,,,,,,,[],,,,
1614507703530831872,1614507703530831872,2023-01-15 13:20:07 WIB,2023-01-15,13:20:07,+0700,2503106840,mariodelfonso,Oabat Paracetamol,,"IKN Kota Hijau dan Kota Cerdas, Pemuda Dukung Penuh IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/va2rSka0TW",in,[],[],['https://pbs.twimg.com/media/FmfiMzRWQAEJSFB.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/mariodelfonso/status/1614507703530831872,False,,1,https://pbs.twimg.com/media/FmfiMzRWQAEJSFB.jpg,,,,,,,[],,,,
1614457601743556610,1614457601743556610,2023-01-15 10:01:02 WIB,2023-01-15,10:01:02,+0700,1330720069211410433,deztrontech,Deztron Technology,,"Deztron Technology adalah produk teknologi terdepan dan bergaransi yang hemat dan cerdas untuk membuat anda lebih bahagia . . 📌 Jl. T. Nyak Arief No.17-20, Jeulingke, Kec. Syiah Kuala, Kota Banda Aceh. 📞 0823-7077-6094 📧 deztrontechnologi@gmail.com ✔️  https://t.co/kt0biCqsyO  https://t.co/1XuFw4eXLS",in,[],['http://www.deztron.com'],['https://pbs.twimg.com/media/Fme0oZPaEAY1znD.jpg'],0,0,0,[],[],https://twitter.com/DeztronTech/status/1614457601743556610,False,,1,https://pbs.twimg.com/media/Fme0oZPaEAY1znD.jpg,,,,,,,[],,,,
1614438670542700545,1614316070206308352,2023-01-15 08:45:48 WIB,2023-01-15,08:45:48,+0700,1346241872897851396,pubg778989,Rp1516max,,@DeniTrihatnowo @MafiaWasit lo komentar yg cerdas donk itu hotel dan harus cek in di hari sabtu apa yg luar kota g dusurh bermalam la xcuserah lu dateng langsung pulang gpp,in,[],[],[],0,0,0,[],[],https://twitter.com/pubg778989/status/1614438670542700545,False,,0,,,,,,,,"[{'screen_name': 'DeniTrihatnowo', 'name': 'Deni Trihatnowo', 'id': '385778970'}, {'screen_name': 'MafiaWasit', 'name': 'Komisi Wasit', 'id': '2794327166'}]",,,,
1614419438413180929,1614133889014063106,2023-01-15 07:29:23 WIB,2023-01-15,07:29:23,+0700,1567788738591465473,aidin19147150,aidin,,@kartarahardja Sekelas Anis tdk akan mungkin menjelekkan negaranya apalagi soal ibu kota negara yg baru. Semua pada menonton video aslinya saat berbicara. Jadi jgn buang energi dgn membuat narasi yg tdk berkualitas.  INDONESIA HANYA BUTUH ORANG BAIK DAN CERDAS termasuk kt semua harus cerdas,in,[],[],[],0,0,2,[],[],https://twitter.com/aidin19147150/status/1614419438413180929,False,,0,,,,,,,,"[{'screen_name': 'kartarahardja', 'name': 'Toto Kartarahardja', 'id': '867654511028031488'}]",,,,
1614404741081227265,1614404741081227265,2023-01-15 06:30:59 WIB,2023-01-15,06:30:59,+0700,1330720069211410433,deztrontech,Deztron Technology,,"Deztron Technology adalah produk teknologi terdepan dan bergaransi yang hemat dan cerdas untuk membuat anda lebih bahagia . . 📌 Jl. T. Nyak Arief No.17-20, Jeulingke, Kec. Syiah Kuala, Kota Banda Aceh. 📞 0823-7077-6094 📧 deztrontechnologi@gmail.com ✔️  https://t.co/kt0biCqsyO  https://t.co/egqume2ZQV",in,[],['http://www.deztron.com'],['https://pbs.twimg.com/media/FmeEjcRaYAARxpT.jpg'],0,0,0,[],[],https://twitter.com/DeztronTech/status/1614404741081227265,False,,1,https://pbs.twimg.com/media/FmeEjcRaYAARxpT.jpg,,,,,,,[],,,,
1614299843807281152,1614133889014063106,2023-01-14 23:34:09 WIB,2023-01-14,23:34:09,+0700,587563903,omwilly_aza,omwilly,,"@BecengAparat @kartarahardja Emang gampang memindahkan ibu kota,hanya orang cerdas dan pemberani yg bisa. Bangsa ini tidak butuh sama orang yg bisanya pandai bicara,mengolah kata-kata. Dulu ketika nyalon gubernur DKI mau menghentikan reklamasi mana buktinya..!,coba  besok ke PIK2",in,[],[],[],2,0,3,[],[],https://twitter.com/Omwilly_aza/status/1614299843807281152,False,,0,,,,,,,,"[{'screen_name': 'BecengAparat', 'name': 'Ibrahim AK', 'id': '1511711507301605383'}, {'screen_name': 'kartarahardja', 'name': 'Toto Kartarahardja', 'id': '867654511028031488'}]",,,,
1614298321178464261,1614075892325814272,2023-01-14 23:28:06 WIB,2023-01-14,23:28:06,+0700,1399911709213564930,toranku3,Toranku,,@Julian303 @Paltiwest Jadi pemerintah bodoh gitu memindahkan ibu kota ke IKN.dan hanya anis yg cerdas..cerdas ko dipecat..biarpun pendidikannya sampai luar angkasa klu g bisa kerja sama juga boong,in,[],[],[],2,0,0,[],[],https://twitter.com/Toranku3/status/1614298321178464261,False,,0,,,,,,,,"[{'screen_name': 'Julian303', 'name': 'Diana LeMineral', 'id': '79943616'}, {'screen_name': 'Paltiwest', 'name': 'Bang #NalaR ®️ ☕', 'id': '214159664'}]",,,,
1614270264078139400,1613883693256560642,2023-01-14 21:36:37 WIB,2023-01-14,21:36:37,+0700,1162019210702147584,ivanpapanksetia,Ivan Setiawan,,@2TitikHitam @Arthamilli2111 @TofikHi85890660 @aniesbaswedan  https://t.co/HLi6v2HwEd  Masih banyak lagi vroh..  Tinggal Anda baca aja rentetan prestasi dan capaian Pak Anies.  Harus diakui dan memang harus mengakui bahwasanya beliau cerdas dan bertanggung jawab.  Dan bisa dilihat dengan mata warga DKI  Kalo tatanan kota semakin baik.,in,[],['https://m.liputan6.com/news/read/4916677/dinilai-banyak-manfaat-anies-baswedan-tuai-pujian-soal-program-boti'],[],1,0,1,[],[],https://twitter.com/Ivanpapanksetia/status/1614270264078139400,False,,0,,,,,,,,"[{'screen_name': '2TitikHitam', 'name': 'FRONTLINE', 'id': '1332236953534701568'}, {'screen_name': 'Arthamilli2111', 'name': 'Arthamilli', 'id': '1421836043695779841'}, {'screen_name': 'TofikHi85890660', 'name': 'Tofik Hidayat', 'id': '1613558167857946624'}, {'screen_name': 'aniesbaswedan', 'name': 'Anies Rasyid Baswedan', 'id': '110312278'}]",,,,
1614223714115280896,1614207209193476099,2023-01-14 18:31:38 WIB,2023-01-14,18:31:38,+0700,1273331025075007489,dadungkawuk41,Nur C 🆖0️⃣🅿️ℹ️,,@arnolzd @Candra4smara Emang Abas sapa yg ngusung Dul 😜😂🤣 Merasa kota gak menunjukkan analisa cerdas 😜😂🤣,in,[],[],[],2,0,1,[],[],https://twitter.com/Dadungkawuk41/status/1614223714115280896,False,,0,,,,,,,,"[{'screen_name': 'arnolzd', 'name': 'arnoldzd', 'id': '1541208776534986753'}, {'screen_name': 'Candra4smara', 'name': 'Candra Asmara', 'id': '1416006621545734145'}]",,,,
1614214547430162432,1614214547430162432,2023-01-14 17:55:13 WIB,2023-01-14,17:55:13,+0700,970482396935016449,masyafirfarim,Masyafir Farim,,IKN Kota cerdas dimasa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/yrBwyDTaMj,in,[],[],['https://pbs.twimg.com/media/FmbXk3zXgAANwsY.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/masyafirfarim/status/1614214547430162432,False,,1,https://pbs.twimg.com/media/FmbXk3zXgAANwsY.jpg,,,,,,,[],,,,
1614214542556368899,1614214542556368899,2023-01-14 17:55:12 WIB,2023-01-14,17:55:12,+0700,970482396935016449,masyafirfarim,Masyafir Farim,,IKN Nusantara kota cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/pIQsM5I3ik,in,[],[],['https://pbs.twimg.com/media/FmbXkmgWAAAt5xh.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/masyafirfarim/status/1614214542556368899,False,,1,https://pbs.twimg.com/media/FmbXkmgWAAAt5xh.jpg,,,,,,,[],,,,
1614214536457773056,1614214536457773056,2023-01-14 17:55:10 WIB,2023-01-14,17:55:10,+0700,970482396935016449,masyafirfarim,Masyafir Farim,,Kota cerdas masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/TltYcovvzQ,in,[],[],['https://pbs.twimg.com/media/FmbXkQxWYAIqzrD.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/masyafirfarim/status/1614214536457773056,False,,1,https://pbs.twimg.com/media/FmbXkQxWYAIqzrD.jpg,,,,,,,[],,,,
1614214527586865157,1614214527586865157,2023-01-14 17:55:08 WIB,2023-01-14,17:55:08,+0700,970482396935016449,masyafirfarim,Masyafir Farim,,Kota dunia yang sangat cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/uqSM08Ukgl,in,[],[],['https://pbs.twimg.com/media/FmbXjuYX0AADq6T.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/masyafirfarim/status/1614214527586865157,False,,1,https://pbs.twimg.com/media/FmbXjuYX0AADq6T.jpg,,,,,,,[],,,,
1614214523417726979,1614214523417726979,2023-01-14 17:55:07 WIB,2023-01-14,17:55:07,+0700,970482396935016449,masyafirfarim,Masyafir Farim,,IKN kota dunia cerdas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia  https://t.co/LrBXFzS2Tu,in,[],[],['https://pbs.twimg.com/media/FmbXjfKX0AETNrZ.jpg'],0,0,0,"['kotaduniauntuksemua', 'iknsejahterakanindonesia', 'iknpemerataanekonomi', 'ikntingkatkankesejahteraan', 'dukungiknnusantara', 'indonesiamaju', 'ibukotabarumendunia']",[],https://twitter.com/masyafirfarim/status/1614214523417726979,False,,1,https://pbs.twimg.com/media/FmbXjfKX0AETNrZ.jpg,,,,,,,[],,,,
